customer_id,signup_date,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000937701,,38,Male,160729.82,bachelor,married,2,19,two_year,bank_transfer,1,0,86.51,1524.2,1,1,1,1,0,1,1,0,1,8.0,0.0,2,1,17.65,5,807.0,0
CUST0000142889,,51,Female,69608.55,college,divorced,1,6,one_year,credit_card,0,0,76.96,419.81,2,1,1,0,0,0,0,0,1,5.0,1.0,4,0,16.35,1,513.0,0
CUST0000412808,,28,Female,83741.93,bachelor,divorced,2,5,one_year,electronic_check,0,0,41.94,149.95,2,1,0,0,0,0,0,1,1,9.0,1.0,2,0,0.0,26,693.0,0
CUST0000006710,,72,Female,45242.35,college,single,0,7,one_year,credit_card,1,0,62.59,286.23,1,1,1,1,0,1,1,1,0,5.0,0.0,0,0,27.77,10,698.0,0
CUST0000133807,,70,Female,93044.67,high_school,single,0,35,one_year,mailed_check,1,0,46.82,1711.4,1,1,1,0,1,1,1,0,0,9.0,0.0,0,0,36.28,22,566.0,0
CUST0000311246,,38,Male,20000.0,high_school,single,0,32,one_year,bank_transfer,1,1,76.46,2678.69,1,1,1,0,1,1,1,1,1,4.0,1.0,3,0,50.43,46,639.0,0
CUST0000421262,,61,Female,31226.51,master,married,1,43,two_year,electronic_check,1,1,115.36,4492.24,4,1,1,0,0,0,1,1,0,4.0,0.0,3,0,87.48,20,523.0,0
CUST0000965142,,48,Male,42577.74,bachelor,divorced,1,5,two_year,electronic_check,1,0,70.91,337.82,5,0,0,0,0,0,1,0,0,3.0,0.0,1,0,0.0,8,606.0,0
CUST0000230481,,54,Female,53680.7,college,married,2,2,two_year,electronic_check,1,0,118.5,215.05,4,1,1,0,0,1,1,1,0,7.0,1.0,2,1,20.97,16,758.0,0
CUST0000043193,,55,Male,20000.0,high_school,divorced,1,5,one_year,mailed_check,0,0,79.78,367.37,1,1,1,0,0,0,0,0,1,9.0,0.0,0,1,27.77,12,666.0,0
CUST0000959351,,41,Female,36709.54,bachelor,married,0,16,one_year,bank_transfer,0,0,61.83,923.71,3,1,1,0,1,0,1,1,1,9.0,0.0,1,0,56.05,32,625.0,0
CUST0000747714,,37,Male,47085.81,high_school,divorced,2,2,two_year,mailed_check,0,0,104.71,215.67,2,1,1,0,1,0,0,1,0,8.0,0.0,1,0,94.2,103,724.0,0
CUST0000796944,,36,Male,41764.17,master,married,0,42,one_year,electronic_check,1,0,42.4,1903.12,2,1,0,0,0,0,0,1,1,9.0,1.0,3,2,0.0,81,602.0,0
CUST0000803569,,52,Male,20479.56,bachelor,single,1,21,one_year,electronic_check,1,0,76.17,1719.04,2,1,1,0,0,0,1,0,1,2.0,1.0,2,1,27.91,2,779.0,1
CUST0000843784,,60,Male,50362.77,bachelor,single,0,55,two_year,credit_card,0,0,103.1,5193.68,3,0,1,0,0,0,0,0,1,7.0,0.0,0,0,42.2,23,665.0,0
CUST0000929681,,54,Male,50053.96,bachelor,married,1,6,two_year,credit_card,0,0,85.38,556.88,4,1,1,1,1,0,1,1,1,6.0,1.0,1,2,51.98,55,614.0,0
CUST0000613450,,33,Female,122284.41,college,single,2,13,two_year,mailed_check,0,0,85.27,1173.18,6,1,1,1,0,0,0,1,0,9.0,1.0,1,1,10.93,13,490.0,0
CUST0000119561,,25,Male,102299.54,college,married,0,9,one_year,credit_card,0,1,78.76,506.13,3,1,1,1,1,1,1,1,1,5.0,1.0,2,0,19.04,12,493.0,0
CUST0000656908,,71,Male,62595.96,bachelor,divorced,1,45,one_year,credit_card,1,0,90.57,2928.64,1,1,1,0,0,1,1,1,1,8.0,0.0,0,0,39.03,23,583.0,0
CUST0000914428,,44,Male,51054.91,college,divorced,1,17,one_year,bank_transfer,1,0,114.61,1790.6,4,0,1,0,1,0,1,1,1,7.0,0.0,0,0,27.6,2,541.0,1
CUST0000071371,,22,Female,34064.73,college,married,1,24,two_year,credit_card,0,0,110.75,2689.38,2,1,1,0,1,0,0,1,1,1.0,0.0,2,0,12.76,29,787.0,0
CUST0000248621,,55,Male,47762.72,bachelor,single,1,42,two_year,electronic_check,1,1,97.66,3883.03,1,1,1,0,0,0,1,0,1,7.0,0.0,0,0,7.21,63,539.0,0
CUST0000964441,,64,Female,35522.24,bachelor,divorced,2,10,two_year,credit_card,0,0,90.07,909.8,1,1,1,0,0,0,0,1,1,9.0,2.0,2,0,18.48,245,680.0,0
CUST0000548425,,52,Male,95636.09,high_school,married,0,43,one_year,electronic_check,1,0,91.45,3557.83,4,1,1,0,1,1,0,0,1,9.0,0.0,1,0,47.49,34,680.0,0
CUST0000873543,,40,Male,38121.59,college,married,1,37,two_year,credit_card,0,0,57.33,2181.94,1,1,1,0,1,0,0,1,0,3.0,1.0,2,1,27.85,15,695.0,0
CUST0000130496,,60,Male,92645.43,master,married,0,21,one_year,electronic_check,0,0,70.91,1514.52,1,1,1,0,1,0,0,1,1,3.0,1.0,2,0,27.77,34,598.0,0
CUST0000309846,,40,Male,46029.47,college,married,1,5,one_year,electronic_check,1,0,71.6,354.39,1,1,1,1,1,0,0,1,1,9.0,2.0,0,0,64.3,94,550.0,0
CUST0000895017,,46,Female,85864.2,bachelor,married,0,20,one_year,credit_card,1,0,50.72,957.13,2,0,0,0,0,0,1,0,1,2.0,0.0,0,1,0.0,147,645.0,0
CUST0000902297,,32,Male,60852.07,bachelor,married,0,17,one_year,electronic_check,1,1,60.2,1066.17,3,0,0,0,0,0,0,1,1,9.0,0.0,2,1,0.0,6,589.0,0
CUST0000485057,,45,Male,161987.98,college,married,0,36,two_year,credit_card,0,0,74.94,2162.529999,1,0,1,0,1,0,1,1,1,6.0,1.0,5,1,48.81,17,576.0,0
CUST0000628464,,55,Male,21303.15,master,single,1,12,two_year,credit_card,1,1,124.19,1346.39,5,1,1,0,0,0,1,0,1,8.0,0.0,1,1,43.18,29,589.0,0
CUST0000902464,,38,Male,93632.65,high_school,divorced,1,11,one_year,credit_card,1,0,99.41,763.49,2,0,1,1,0,1,1,1,1,3.0,1.0,3,0,97.69,27,727.0,0
CUST0000405081,,52,Female,63947.64,college,married,0,7,one_year,electronic_check,1,0,84.52,533.06,4,1,1,1,1,0,1,1,0,6.0,1.0,2,0,40.04,9,753.0,1
CUST0000083372,,30,Male,74836.53,high_school,single,0,8,one_year,credit_card,0,0,66.6,550.83,1,1,1,1,1,0,1,1,1,5.0,1.0,3,0,64.33,19,746.0,0
CUST0000411712,,18,Male,92589.53,phd,single,0,3,two_year,mailed_check,1,1,107.62,349.01,3,1,1,1,0,0,1,0,1,4.0,0.0,2,1,9.8,23,682.0,0
CUST0000231628,,31,Female,61395.64,master,single,2,2,two_year,electronic_check,1,1,58.11,82.7,3,0,0,0,0,0,0,0,1,9.0,1.0,3,1,0.0,37,701.0,0
CUST0000600549,,53,Male,112517.15,high_school,divorced,2,18,two_year,credit_card,1,0,36.87,659.75,1,1,0,0,0,0,0,1,1,9.0,1.0,0,1,0.0,1,834.0,0
CUST0000722350,,67,Female,90590.19,bachelor,single,2,21,two_year,mailed_check,1,0,117.01,2556.39,6,1,1,0,0,0,0,1,0,7.0,1.0,4,0,11.66,12,551.0,0
CUST0000963840,,35,Male,42471.74,college,married,1,35,one_year,bank_transfer,1,0,83.28,2242.28,1,1,1,1,0,1,1,0,0,8.0,2.0,2,0,47.83,78,701.0,0
CUST0000469557,,18,Male,76752.7,high_school,single,2,52,two_year,electronic_check,1,0,103.9,4893.32,5,1,1,1,0,0,0,1,1,7.0,1.0,1,0,82.81,55,515.0,0
CUST0000865902,,37,Female,48954.6,bachelor,married,1,2,two_year,electronic_check,1,0,91.03,171.7,3,1,1,0,0,1,1,0,0,7.0,1.0,3,0,41.55,25,818.0,0
CUST0000114472,,53,Male,65088.3,college,married,0,11,one_year,mailed_check,1,0,78.76,589.7,4,0,1,1,1,0,0,0,0,5.0,0.0,1,0,41.75,32,788.0,0
CUST0000511527,,35,Male,23576.34,bachelor,single,1,3,one_year,mailed_check,0,0,104.51,326.18,2,1,1,1,0,0,1,1,1,5.0,0.0,5,0,34.81,28,529.0,0
CUST0000093643,,48,Female,93729.35,master,married,0,16,two_year,credit_card,1,1,66.62,1008.19,1,0,1,1,1,0,0,0,0,6.0,0.0,0,3,38.26,4,526.0,0
CUST0000652505,,28,Male,104107.95,college,widowed,1,23,one_year,bank_transfer,1,0,49.42,1180.03,3,1,0,0,0,0,1,0,0,8.0,1.0,1,0,0.0,20,583.0,0
CUST0000442305,,48,Female,48954.6,bachelor,single,0,1,one_year,mailed_check,0,0,118.07,127.78,6,1,1,0,0,1,1,0,1,7.0,1.0,4,0,27.77,55,805.0,0
CUST0000935998,,30,Female,61342.75,college,single,1,72,month_to_month,electronic_check,1,0,63.11,4669.69,1,0,1,1,1,0,1,1,1,3.0,2.0,2,2,34.97,69,717.0,0
CUST0000412242,,64,Male,51427.11,high_school,divorced,2,56,one_year,mailed_check,1,0,92.69,5207.98,4,1,1,0,0,0,1,1,0,7.0,1.0,2,1,22.51,45,650.0,0
CUST0000207207,,29,Male,36735.23,bachelor,married,3,8,one_year,credit_card,1,0,82.92,642.53,2,1,1,0,1,0,0,1,0,2.0,1.0,0,0,367.34,4,661.0,0
CUST0000497315,,35,Male,35786.05,master,divorced,0,23,one_year,credit_card,1,0,62.81,1405.78,1,1,1,0,0,0,1,0,1,9.0,1.0,1,0,50.21,11,696.0,0
CUST0000580940,,35,Female,26026.08,bachelor,single,1,17,one_year,mailed_check,1,0,73.41,1352.99,5,0,0,0,0,0,0,1,1,7.0,0.0,1,1,0.0,12,587.0,0
CUST0000375176,,28,Female,46503.53,high_school,single,1,46,one_year,bank_transfer,1,0,104.24,4510.82,3,1,1,1,0,1,1,1,0,7.0,1.0,2,0,140.12,79,850.0,1
CUST0000028228,,52,Male,97377.41,bachelor,single,0,35,two_year,electronic_check,1,0,50.16,1916.72,1,0,1,1,0,0,0,1,1,9.0,1.0,1,0,9.58,47,680.0,0
CUST0000556392,,37,Male,39940.76,bachelor,single,0,20,two_year,electronic_check,1,0,95.49,1830.15,3,0,1,0,1,0,1,1,0,8.0,1.0,3,0,319.85,2,850.0,0
CUST0000603650,,36,Male,250000.0,master,divorced,2,12,two_year,electronic_check,1,0,119.63,1417.18,3,0,1,1,0,0,1,0,1,5.0,0.0,0,0,29.15,36,739.0,0
CUST0000404127,,60,Male,33435.35,college,married,0,7,two_year,electronic_check,1,0,105.51,763.09,2,1,1,0,0,0,0,1,1,5.0,0.0,2,0,66.77,2,608.0,1
CUST0000040669,,31,Female,149597.13,master,divorced,1,72,one_year,mailed_check,1,0,80.38,6260.14,3,1,0,0,0,0,0,0,1,9.0,0.0,0,0,27.77,9,850.0,0
CUST0000299079,,42,Male,36105.38,bachelor,divorced,0,72,two_year,electronic_check,1,0,65.76,4862.46,1,0,1,0,0,1,0,1,0,9.0,1.0,3,0,27.77,41,737.0,0
CUST0000943123,,75,Female,60138.0,phd,single,3,72,two_year,credit_card,1,0,84.0,5648.93,4,1,1,0,0,0,1,0,1,1.0,0.0,1,1,30.58,10,765.0,0
CUST0000346309,,40,Female,57916.92,college,single,1,35,two_year,credit_card,1,1,67.43,2171.41,1,1,1,1,0,0,0,1,1,1.0,0.0,0,0,33.12,8,850.0,0
CUST0000631542,,77,Female,66602.79,master,married,0,51,two_year,mailed_check,1,0,81.25,4407.59,1,1,1,0,0,0,0,1,1,3.0,3.0,1,1,164.58,98,628.0,0
CUST0000298094,,32,Male,31691.87,college,married,2,14,one_year,electronic_check,1,0,115.62,1157.81,5,1,1,0,0,1,0,1,1,6.0,1.0,2,0,22.95,29,647.0,0
CUST0000545942,,44,Male,48822.23,bachelor,married,3,14,one_year,credit_card,1,0,88.76,1194.28,2,1,1,1,1,0,0,0,0,5.0,0.0,3,0,123.84,22,622.0,0
CUST0000510481,,54,Other,67532.8,college,married,1,2,two_year,credit_card,1,1,79.06,107.9,4,1,1,0,0,0,1,1,1,1.0,2.0,2,0,21.25,67,570.0,0
CUST0000910080,,21,Female,34641.13,high_school,single,1,31,two_year,credit_card,1,0,87.7,2634.48,3,1,1,0,1,0,0,1,1,6.0,0.0,0,0,14.69,28,653.0,0
CUST0000583370,,24,Female,23005.96,bachelor,married,1,2,two_year,electronic_check,1,0,68.93,144.5,1,1,1,1,1,1,0,1,0,4.0,1.0,3,0,25.13,9,680.0,0
CUST0000635240,,65,Male,127443.37,phd,widowed,0,50,one_year,credit_card,1,0,82.13,4113.96,1,1,1,0,0,0,0,1,0,7.0,0.0,1,0,17.5,2,815.0,1
CUST0000421624,,42,Female,50625.66,high_school,married,0,18,one_year,electronic_check,1,0,112.47,1969.62,1,1,1,1,1,1,1,0,1,5.0,0.0,2,0,27.77,19,735.0,0
CUST0000906463,,47,Male,20000.0,high_school,widowed,2,18,two_year,bank_transfer,1,0,97.4,1771.09,2,0,1,0,1,0,1,0,0,9.0,1.0,2,1,12.17,64,611.0,0
CUST0000232387,,36,Female,48954.6,master,single,0,12,one_year,mailed_check,1,0,87.21,1111.59,1,1,1,0,0,1,0,0,0,2.0,1.0,2,2,14.75,223,636.0,0
CUST0000184528,,33,Female,39157.36,bachelor,married,0,42,two_year,mailed_check,1,0,43.34,1958.63,1,1,0,0,0,0,0,1,0,9.0,1.0,5,0,0.0,13,727.0,0
CUST0000564962,,41,Female,55189.4,high_school,married,0,35,two_year,credit_card,0,0,71.38,2573.46,2,0,1,0,0,1,1,1,1,5.0,1.0,1,0,27.77,1,578.0,0
CUST0000428200,,41,Female,28951.63,college,married,0,9,one_year,bank_transfer,1,0,84.47,734.49,1,1,1,0,1,0,0,1,1,3.0,0.0,2,0,118.06,55,633.0,0
CUST0000150448,,43,Male,34135.18,high_school,single,3,20,one_year,mailed_check,1,0,119.63,2625.21,4,1,1,1,1,1,1,1,0,5.0,1.0,2,1,57.7,14,656.0,0
CUST0000395744,,18,Female,107056.59,college,married,2,1,two_year,credit_card,1,0,111.98,120.02,5,1,1,0,1,0,0,1,0,4.0,1.0,2,0,33.41,3,583.0,0
CUST0000630600,,53,Female,41543.07,high_school,single,1,19,one_year,credit_card,0,0,73.52,1436.82,3,0,1,1,0,1,0,0,1,7.0,0.0,1,0,210.51,22,624.0,0
CUST0000604131,,47,Female,45349.71,bachelor,single,0,5,two_year,bank_transfer,0,0,103.22,526.51,3,1,1,1,1,0,0,1,1,7.0,1.0,0,0,51.4,8,670.0,0
CUST0000472286,,40,Male,126096.32,high_school,married,4,41,two_year,credit_card,1,0,78.19,3520.74,1,1,1,1,1,0,1,1,1,6.0,0.0,3,1,13.82,10,553.0,0
CUST0000732691,,47,Female,36280.73,high_school,married,0,7,two_year,credit_card,1,0,76.74,503.67,3,0,1,0,1,0,0,1,0,7.0,0.0,2,0,35.75,25,586.0,0
CUST0000731740,,49,Female,91180.89,master,single,0,4,one_year,bank_transfer,1,0,88.83,352.34,1,1,1,1,0,0,1,0,0,4.0,1.0,0,0,43.85,24,683.0,0
CUST0000471431,,36,Female,57767.12,master,single,1,28,one_year,electronic_check,1,0,86.86,2465.63,1,1,1,0,0,0,0,1,1,8.0,1.0,3,0,97.81,48,667.0,0
CUST0000164650,,46,Female,67907.14,college,widowed,1,29,one_year,credit_card,1,0,87.22,2775.58,1,1,1,1,0,0,0,0,0,7.0,1.0,0,0,30.79,29,780.0,0
CUST0000762569,,18,Female,44224.13,college,married,0,3,two_year,credit_card,0,0,74.73,217.59,1,1,1,0,0,0,1,1,0,8.0,1.0,3,1,15.98,25,622.0,0
CUST0000118950,,49,Female,33366.88,master,single,2,62,two_year,credit_card,1,0,64.04,3786.99,1,1,1,1,1,0,0,1,0,4.0,0.0,0,0,256.53,68,739.0,0
CUST0000740656,,23,Other,90226.88,high_school,divorced,5,72,one_year,electronic_check,0,0,63.15,4208.89,1,1,1,0,1,0,0,1,0,7.0,1.0,4,0,66.62,31,680.0,1
CUST0000484905,,33,Female,38865.17,high_school,single,0,35,two_year,credit_card,1,1,148.04,4737.14,3,1,1,0,0,0,1,0,1,8.0,0.0,2,0,7.19,27,551.0,0
CUST0000981464,,64,Male,43491.4,master,single,3,17,two_year,credit_card,0,0,100.53,1736.96,5,1,1,0,0,1,1,1,1,2.0,0.0,0,1,77.01,38,683.0,0
CUST0000644909,,27,Female,56924.93,phd,single,4,41,two_year,bank_transfer,1,0,103.74,4494.21,4,1,1,1,1,1,1,1,0,7.0,1.0,3,0,12.31,24,680.0,0
CUST0000177310,,18,Female,36879.23,bachelor,married,0,8,two_year,electronic_check,0,1,140.47,1078.76,5,1,1,1,1,1,0,1,1,7.0,0.0,1,0,45.51,76,697.0,0
CUST0000385984,,50,Male,129609.46,high_school,married,3,14,one_year,credit_card,1,0,79.09,739.57,2,1,1,1,1,0,1,0,0,7.0,0.0,0,0,17.34,21,572.0,0
CUST0000215632,,59,Female,21247.02,master,single,0,5,one_year,bank_transfer,1,0,104.79,370.84,3,0,1,0,0,0,1,1,1,5.0,2.0,5,1,31.09,97,748.0,0
CUST0000817195,,36,Male,26122.95,bachelor,single,1,25,one_year,credit_card,0,0,62.7,1694.28,3,0,1,0,1,1,1,1,0,8.0,1.0,0,0,27.77,78,779.0,0
CUST0000469323,,18,Male,26065.4,bachelor,single,0,70,one_year,electronic_check,1,0,73.81,5211.43,4,0,0,0,0,0,0,1,0,3.0,0.0,1,0,0.0,12,732.0,1
CUST0000366306,,43,Male,51331.65,high_school,married,1,10,one_year,mailed_check,1,0,68.3,523.14,1,1,1,1,0,0,1,1,1,8.0,0.0,0,0,316.95,5,697.0,0
CUST0000022833,,50,Male,67428.39,bachelor,married,0,8,one_year,credit_card,0,0,78.44,623.1,3,1,1,0,0,1,0,0,1,3.0,1.0,1,0,13.36,60,834.0,0
CUST0000373626,,47,Female,24765.53,bachelor,married,0,23,two_year,credit_card,1,0,88.6,1843.82,4,1,1,0,0,1,1,0,1,4.0,0.0,2,0,19.81,31,660.0,0
CUST0000707788,,34,Male,24887.27,bachelor,married,0,1,one_year,credit_card,1,0,64.32,62.56,3,1,0,0,0,0,0,1,0,1.0,1.0,1,0,0.0,90,660.0,1
CUST0000308880,,44,Female,46041.54,high_school,married,0,20,one_year,credit_card,1,0,44.29,850.45,1,0,0,0,0,0,1,1,1,6.0,0.0,2,0,0.0,150,639.0,0
CUST0000959042,,43,Male,21204.64,bachelor,single,0,39,two_year,credit_card,1,0,89.78,3600.49,1,1,1,0,0,0,1,0,1,4.0,2.0,2,0,5.59,57,729.0,0
CUST0000526547,,46,Male,201036.66,phd,single,4,13,two_year,bank_transfer,1,1,74.34,939.48,3,1,1,1,0,1,0,1,0,1.0,0.0,1,0,125.75,38,756.0,0
CUST0000065284,,47,Female,57230.36,college,single,2,4,two_year,mailed_check,1,0,110.16,403.06,4,1,1,0,1,0,1,1,0,9.0,1.0,1,0,117.86,31,639.0,0
CUST0000792091,,45,Male,27662.74,college,married,1,14,two_year,electronic_check,1,1,108.24,992.09,3,1,1,1,0,1,1,1,0,7.0,2.0,4,0,35.64,92,794.0,0
CUST0000735829,,19,Female,39379.25,high_school,single,0,5,two_year,electronic_check,1,0,124.86,645.32,5,1,1,0,0,1,0,0,1,2.0,0.0,2,1,17.4,71,694.0,0
CUST0000492986,,55,Male,72734.38,master,single,0,27,two_year,electronic_check,0,0,93.01,2313.0,3,1,1,1,0,0,1,1,0,9.0,0.0,0,0,68.7,173,583.0,0
CUST0000098804,,66,Female,20000.0,phd,single,1,29,two_year,bank_transfer,1,0,80.33,2336.07,1,1,1,0,1,1,0,1,1,6.0,0.0,1,0,12.43,76,611.0,0
CUST0000793067,,40,Female,56035.94,master,divorced,0,10,two_year,bank_transfer,0,0,59.87,643.27,1,1,1,1,1,0,0,0,1,7.0,2.0,5,1,70.7,17,695.0,1
CUST0000964989,,29,Female,23270.04,high_school,married,1,11,two_year,credit_card,1,0,72.41,825.97,2,1,1,0,1,0,0,1,1,8.0,2.0,5,0,60.49,62,653.0,0
CUST0000964611,,64,Male,43452.67,high_school,single,1,7,one_year,mailed_check,1,0,90.62,617.36,4,1,0,0,0,0,0,1,1,5.0,3.0,4,1,0.0,58,839.0,0
CUST0000063863,,49,Female,20000.0,college,married,0,1,two_year,mailed_check,1,1,76.58,68.93,1,1,1,0,1,0,1,0,0,9.0,1.0,2,1,116.33,71,577.0,1
CUST0000474837,,52,Female,47553.72,high_school,married,0,6,one_year,bank_transfer,1,0,50.79,287.28,1,0,1,0,0,0,1,0,0,8.0,1.0,8,1,38.03,32,669.0,0
CUST0000059158,,73,Female,67703.97,phd,single,2,9,two_year,bank_transfer,0,0,102.05,925.72,4,0,1,1,0,0,1,0,1,1.0,0.0,3,0,63.91,3,658.0,0
CUST0000938396,,78,Male,36871.2,bachelor,married,5,14,one_year,bank_transfer,0,0,64.15,906.44,3,1,1,1,1,1,1,1,1,5.0,1.0,1,1,56.71,9,806.0,0
CUST0000090433,,48,Male,40313.49,college,single,0,11,two_year,credit_card,1,0,94.96,955.49,1,1,1,0,1,1,0,1,0,8.0,0.0,2,0,2.71,41,701.0,0
CUST0000124380,,49,Male,91812.8,college,single,2,15,one_year,electronic_check,1,0,113.87,1209.29,5,0,1,1,1,0,0,1,1,4.0,1.0,0,1,15.69,112,693.0,0
CUST0000330269,,32,Male,33118.16,high_school,single,2,18,one_year,electronic_check,1,0,71.86,906.52,4,0,1,0,0,0,0,1,1,9.0,0.0,1,0,69.75,18,680.0,0
CUST0000019094,,45,Female,78612.96,bachelor,married,2,6,one_year,credit_card,1,0,95.19,573.21,2,0,1,1,1,0,1,1,0,4.0,0.0,0,1,55.68,69,476.0,0
CUST0000165680,,42,Male,51528.38,college,divorced,0,29,one_year,electronic_check,0,1,92.11,1708.53,1,0,1,0,0,1,0,1,1,6.0,1.0,1,0,38.57,39,825.0,0
CUST0000785229,,20,Female,30131.01,bachelor,divorced,0,3,two_year,credit_card,0,0,65.63,194.34,4,1,1,0,0,0,0,0,0,9.0,1.0,1,2,41.89,7,656.0,0
CUST0000316768,,58,Male,214482.75,bachelor,married,0,34,one_year,credit_card,1,0,91.81,2383.15,1,0,1,0,0,0,1,1,1,8.0,0.0,1,0,24.95,15,681.0,0
CUST0000437095,,50,Female,103646.71,college,divorced,0,3,two_year,mailed_check,0,0,109.31,314.34,6,1,1,1,0,0,0,1,0,9.0,1.0,1,0,17.04,60,702.0,0
CUST0000558695,,50,Female,26564.6,high_school,married,1,5,two_year,bank_transfer,1,0,43.12,161.0,1,0,1,1,0,0,0,0,1,9.0,0.0,0,0,76.21,2,664.0,0
CUST0000920127,,51,Female,85693.28,college,married,1,72,one_year,credit_card,1,0,77.61,5204.55,4,1,1,0,1,0,1,1,1,6.0,0.0,2,0,19.3,1,726.0,0
CUST0000196540,,32,Female,48321.7,master,widowed,2,72,one_year,bank_transfer,1,0,51.62,3964.1,1,1,1,1,1,0,1,0,1,6.0,1.0,2,0,96.12,29,677.0,1
CUST0000038361,,68,Female,94440.25,high_school,married,0,22,two_year,credit_card,1,1,111.76,2303.77,5,1,1,0,0,0,0,1,0,5.0,0.0,0,1,79.84,36,680.0,0
CUST0000839417,,42,Female,30738.15,high_school,single,1,29,one_year,mailed_check,1,1,130.19,3535.51,4,1,1,1,0,0,0,0,1,9.0,1.0,4,0,55.81,71,680.0,0
CUST0000426386,,30,Male,64904.37,high_school,divorced,1,26,one_year,credit_card,1,0,60.59,1089.77,2,0,1,0,0,1,1,1,1,9.0,2.0,4,0,36.69,60,655.0,0
CUST0000468278,,51,Male,130789.21,college,married,1,72,one_year,bank_transfer,1,1,113.61,7445.05,6,1,1,0,0,1,0,1,0,6.0,1.0,1,0,60.17,23,644.0,0
CUST0000197835,,67,Female,35606.33,bachelor,widowed,0,72,two_year,credit_card,1,0,86.3,4646.02,3,0,1,0,1,1,0,1,1,8.0,0.0,3,0,53.0,95,651.0,0
CUST0000538597,,41,Male,47788.72,master,married,1,7,two_year,electronic_check,1,0,74.89,538.1,1,0,1,0,1,0,1,1,0,4.0,0.0,0,0,18.76,37,709.0,0
CUST0000930590,,44,Female,61339.81,bachelor,married,1,9,two_year,credit_card,1,0,96.91,841.48,4,0,1,1,0,0,1,0,1,1.0,1.0,1,1,31.35,19,657.0,0
CUST0000258161,,34,Male,26969.41,college,married,1,7,two_year,credit_card,1,0,76.82,485.94,2,1,1,1,0,1,0,1,1,9.0,0.0,0,0,33.08,26,766.0,0
CUST0000644933,,41,Male,166333.64,bachelor,divorced,1,26,one_year,credit_card,0,1,88.84,2106.6,3,1,1,0,1,0,1,1,0,2.0,3.0,3,1,71.01,15,734.0,0
CUST0000365549,,23,Female,59167.7,college,married,2,4,one_year,bank_transfer,1,0,70.42,289.88,1,1,1,0,0,1,1,0,0,5.0,3.0,1,1,36.07,8,556.0,0
CUST0000956398,,22,Female,65833.01,college,married,0,21,one_year,credit_card,1,1,116.32,2559.83,4,1,1,1,0,0,1,0,0,8.0,1.0,3,0,20.08,21,661.0,0
CUST0000785973,,46,Female,46864.32,college,single,0,6,two_year,mailed_check,1,0,75.26,454.19,1,0,1,1,1,0,0,0,0,6.0,0.0,1,0,118.29,94,477.0,1
CUST0000341407,,43,Male,120207.02,high_school,single,2,16,one_year,mailed_check,1,0,79.37,1288.0,1,1,1,0,1,0,1,0,1,3.0,0.0,1,0,27.77,10,745.0,0
CUST0000375715,,56,Female,20000.0,college,married,0,22,two_year,mailed_check,1,1,58.61,1362.72,1,0,1,0,0,1,0,0,0,9.0,2.0,1,0,38.25,59,598.0,1
CUST0000294014,,25,Female,47485.27,high_school,single,1,21,one_year,bank_transfer,0,0,79.71,1681.58,4,1,1,1,0,1,1,0,1,9.0,0.0,1,0,11.0,20,723.0,0
CUST0000521004,,49,Female,20000.0,college,married,1,38,two_year,credit_card,0,0,83.14,3434.84,1,1,1,1,1,1,0,1,0,6.0,3.0,2,0,27.77,21,703.0,0
CUST0000424826,,36,Male,29427.35,phd,married,0,21,one_year,bank_transfer,1,0,93.56,1788.26,2,0,1,1,0,0,0,1,0,7.0,1.0,2,1,25.29,3,652.0,0
CUST0000757273,,60,Male,43101.02,phd,single,1,47,one_year,mailed_check,1,0,116.49,5884.95,3,1,1,0,0,0,1,1,1,7.0,2.0,0,0,40.67,116,721.0,0
CUST0000483691,,55,Female,32657.23,bachelor,single,1,10,two_year,credit_card,1,1,79.78,552.15,2,1,1,0,0,0,0,1,1,9.0,2.0,1,0,23.9,1,703.0,0
CUST0000686535,,43,Female,20000.0,college,married,0,6,two_year,bank_transfer,1,0,55.66,336.88,3,1,0,0,0,0,1,0,0,4.0,1.0,1,0,0.0,20,515.0,0
CUST0000132271,,66,Female,66522.64,college,married,1,7,one_year,credit_card,1,0,69.13,441.83,1,1,1,0,0,0,0,1,0,7.0,1.0,2,1,48.53,4,641.0,0
CUST0000940389,,46,Female,79347.15,bachelor,divorced,0,4,one_year,mailed_check,1,0,87.5,383.73,1,0,1,0,0,0,1,1,0,3.0,0.0,0,0,49.65,38,712.0,0
CUST0000321802,,37,Female,69156.39,bachelor,divorced,2,17,one_year,mailed_check,1,0,120.0,2145.73,4,1,1,0,1,0,0,1,0,4.0,0.0,1,1,21.38,29,722.0,0
CUST0000347204,,42,Male,112809.6,master,married,1,48,two_year,electronic_check,1,0,74.2,3250.84,3,1,1,0,1,0,0,1,1,5.0,1.0,0,0,61.29,1,767.0,0
CUST0000172570,,69,Male,39519.07,master,single,2,12,one_year,mailed_check,1,0,60.9,669.93,1,0,1,0,0,0,1,0,0,8.0,2.0,1,0,21.73,22,646.0,0
